Category,Benchmark,Expected,Result,Remark
qf_shidlia_entl,dll_len_nil_tl_entails_dllnull_len_num-1.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shidlia_entl,dll_len_nil_tl_entails_dllnull_len_num-2.sb.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shidlia_entl,ls-entl-01.smt2,unsat,SAT,Failed,Fail.(may) cause:base case unfold failed
qf_shidlia_entl,ls-entl-02.smt2,sat,SAT,Passed,""
qf_shidlia_entl,ls-entl-03.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,ls-entl-04.smt2,sat,SAT,Passed,""
qf_shidlia_entl,ls-entl-05.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,ls-entl-06.smt2,sat,SAT,Passed,""
qf_shidlia_entl,ls-entl-07.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,ls_append_node.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,ls_combine_ls.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_2.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_2_known_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_2_no_cond.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_2_unk_lower_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_2_unk_upper_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_3.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_3_2_cond.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_3_no_cond.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_3_unk_lower_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_3_unk_upper_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_4_1_cond_unk_both.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_4_1_cond_unk_lower_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_4_1_cond_unk_upper_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_4_2_cond_unk_lower_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_4_2_cond_unk_upper_bnd.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_4_3_cond.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,sls_join_4_no_cond.sb.smt2,unsat,SAT,Failed,"Fail.(may) cause:UnionR[base case unfold failed,base case unfold failed]"
qf_shidlia_entl,tseg_size_join_tree_size_entail_tree.sb.smt2,unsat,Timeout,Failed,""
qf_shidlia_sat,btree-01.smt2,sat,sat,Passed,""
qf_shidlia_sat,btree-02.smt2,unsat,sat,Failed,Fail.
qf_shidlia_sat,btree-03.smt2,sat,sat,Passed,""
qf_shidlia_sat,dll-sat-01.smt2,sat,sat,Passed,""
qf_shidlia_sat,dll-sat-02.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shidlia_sat,dll-sat-03.smt2,unsat,sat,Failed,Fail.
qf_shidlia_sat,dll-sat-04.smt2,sat,sat,Passed,""
qf_shidlia_sat,dll-sat-05.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shidlia_sat,dll-sat-06.smt2,sat,sat,Passed,""
qf_shidlia_sat,dll-sat-07.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shidlia_sat,dll-sat-08.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shidlia_sat,dll-sat-09.smt2,sat,Timeout,Failed,""
qf_shidlia_sat,dll-sat-10.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shidlia_sat,dll-sat-11.smt2,sat,Timeout,Failed,""
qf_shidlia_sat,dll-sat-12.smt2,sat,sat,Passed,""
qf_shidlia_sat,dll-sat-13.smt2,sat,sat,Passed,""
qf_shidlia_sat,els-01.smt2,sat,sat,Passed,""
qf_shidlia_sat,els-02.smt2,unsat,sat,Failed,Fail.
qf_shidlia_sat,els-03.smt2,unsat,sat,Failed,Fail.(must) cause: true |-  false. LOCS:[0] (RHS: contradiction)
qf_shidlia_sat,els-04.smt2,unsat,sat,Failed,Fail.
qf_shidlia_sat,ls-08.smt2,sat,sat,Passed,""
qf_shidlia_sat,ls-09.smt2,unsat,sat,Failed,Fail.
qf_shidlia_sat,ls-sat-01.smt2,sat,sat,Passed,""
qf_shidlia_sat,ls-sat-02.smt2,unsat,sat,Failed,Valid.
qf_shidlia_sat,ls-sat-03.smt2,sat,sat,Passed,""
qf_shidlia_sat,ls-sat-04.smt2,unsat,sat,Failed,Valid.
qf_shidlia_sat,ls-sat-05.smt2,unsat,sat,Failed,Valid.
qf_shidlia_sat,ls-sat-06.smt2,sat,sat,Passed,""
qf_shidlia_sat,ls-sat-07.smt2,unsat,sat,Failed,Fail.
qf_shidlia_sat,lss-01.smt2,sat,sat,Passed,""
qf_shidlia_sat,lss-02.smt2,unsat,sat,Failed,Valid.
qf_shidlia_sat,lss-03.smt2,unsat,sat,Failed,Fail.
qf_shidlia_sat,lss-04.smt2,unsat,sat,Failed,Fail.
qf_shlid_entl,dll-vc01.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,dll-vc02.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,dll-vc03.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,dll-vc04.smt2,sat,SAT,Passed,""
qf_shlid_entl,dll-vc05.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,dll-vc06.smt2,sat,Timeout,Failed,""
qf_shlid_entl,dll-vc07.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,dll-vc08.smt2,sat,Timeout,Failed,""
qf_shlid_entl,dll-vc09.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,dll-vc10.smt2,sat,UNSAT,Failed,Valid.
qf_shlid_entl,dll-vc11.smt2,unsat,SAT,Failed,Fail.(must) cause: x_emp!=null & x_emp!=y_emp & y_emp!=null |-  y_emp=null. LOCS:[0;12;13] (must-bug)
qf_shlid_entl,dll-vc12.smt2,sat,Timeout,Failed,""
qf_shlid_entl,dll-vc13.smt2,sat,SAT,Passed,""
qf_shlid_entl,dll-vc14.smt2,sat,SAT,Passed,""
qf_shlid_entl,dll-vc15.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,dll-vc16.smt2,sat,Timeout,Failed,""
qf_shlid_entl,dll-vc17.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,lss-vc01.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,lss-vc02.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,lss-vc03.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,nll-vc01.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,nll-vc02.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,nll-vc03.smt2,unsat,SAT,Failed,Fail.(must) cause:UnionR[UnionR[ x2_1!=x2_2 & x2!=x2_1 & x2!=x2_2 & x1_3!=x2 & x1_3!=x2_1 & x1_3!=x2_2 &
qf_shlid_entl,nll-vc04.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,nll-vc05.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,nll-vc06.smt2,sat,UNSAT,Failed,Valid.
qf_shlid_entl,nll-vc07.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,nll-vc08.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,nll-vc09.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,nll-vc10.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,nll-vc11.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,nll-vc12.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,nll-vc13.smt2,sat,SAT,Passed,""
qf_shlid_entl,nll-vc14.smt2,sat,SAT,Passed,""
qf_shlid_entl,nll-vc15.smt2,sat,Timeout,Failed,""
qf_shlid_entl,nll-vc16.smt2,sat,Timeout,Failed,""
qf_shlid_entl,nll-vc17.smt2,sat,Timeout,Failed,""
qf_shlid_entl,nll-vc18.smt2,sat,Timeout,Failed,""
qf_shlid_entl,nll-vc19.smt2,sat,Timeout,Failed,""
qf_shlid_entl,skl2-vc01.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,skl2-vc02.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,skl2-vc03.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl2-vc04.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl2-vc05.smt2,sat,Timeout,Failed,""
qf_shlid_entl,skl2-vc06.smt2,sat,Timeout,Failed,""
qf_shlid_entl,skl2-vc07.smt2,sat,Timeout,Failed,""
qf_shlid_entl,skl3-vc01.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,skl3-vc02.smt2,sat,Timeout,Failed,""
qf_shlid_entl,skl3-vc03.smt2,unsat,UNSAT,Passed,""
qf_shlid_entl,skl3-vc04.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl3-vc05.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl3-vc06.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl3-vc07.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl3-vc08.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl3-vc09.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl3-vc10.smt2,unsat,Timeout,Failed,""
qf_shlid_entl,skl3-vc11.smt2,sat,Timeout,Failed,""
qf_shlid_entl,skl3-vc12.smt2,sat,Timeout,Failed,""
qf_shlid_entl,sll-vc01.smt2,sat,SAT,Passed,""
qf_shlid_entl,sll-vc02.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e01.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e02.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-10-e03.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-10-e04.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e05.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e06.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e08.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-10-e10.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e02.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e03.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e04.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e05.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-11-e06.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-11-e07.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e08.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e09.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-11-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-12-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-12-e02.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-12-e03.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-12-e04.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-12-e05.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-12-e06.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-12-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-12-e08.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-12-e09.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-12-e10.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-13-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-13-e02.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-13-e03.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-13-e04.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-13-e05.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-13-e06.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-13-e07.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-13-e08.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-13-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-13-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-14-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e02.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e03.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e04.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e05.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-14-e06.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e07.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e08.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e09.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-14-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-15-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-15-e02.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-15-e03.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-15-e04.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-15-e05.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-15-e06.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-15-e07.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-15-e08.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-15-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-15-e10.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-16-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-16-e02.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-16-e03.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-16-e04.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-16-e05.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-16-e06.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-16-e07.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-16-e08.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-16-e09.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-16-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-17-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-17-e02.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-17-e03.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-17-e04.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-17-e05.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-17-e06.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-17-e07.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-17-e08.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-17-e09.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-17-e10.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-18-e01.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-18-e02.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e03.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e04.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e05.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e06.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e08.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-18-e10.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-19-e01.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-19-e02.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-19-e03.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-19-e04.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-19-e05.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-19-e06.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-19-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-19-e08.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-19-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-19-e10.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-20-e01.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-20-e02.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-20-e03.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-20-e04.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-20-e05.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-20-e06.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-20-e07.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-20-e08.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,bolognesa-20-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,bolognesa-20-e10.tptp.smt2,unsat,SAT,Failed,Fail.
qf_shls_entl,clones-01-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-01-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-01-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-01-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-01-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-01-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-01-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-01-e08.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-01-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-01-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-02-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-02-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-02-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-02-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-02-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-02-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-02-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-02-e08.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-02-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-02-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-03-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-03-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-03-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-03-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-03-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-03-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-03-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-03-e08.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-03-e09.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-03-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-04-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-04-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-04-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-04-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-04-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-04-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-04-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-04-e08.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-04-e09.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-04-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-05-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-05-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-05-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-05-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-05-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-05-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-05-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-05-e08.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-05-e09.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-05-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-06-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-06-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-06-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-06-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-06-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-06-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-06-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-06-e08.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-06-e09.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-06-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-07-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-07-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-07-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-07-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-07-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-07-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-07-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-07-e08.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-07-e09.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-07-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-08-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-08-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-08-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-08-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-08-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-08-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-08-e07.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-08-e08.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-08-e09.tptp.smt2,sat,Timeout,Failed,""
qf_shls_entl,clones-08-e10.tptp.smt2,sat,SAT,Passed,""
qf_shls_entl,clones-09-e01.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-09-e02.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-09-e03.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-09-e04.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-09-e05.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-09-e06.tptp.smt2,unsat,UNSAT,Passed,""
qf_shls_entl,clones-09-e07.tptp.smt2,sat,SAT,Passed,""
